posting_id,job_title,company_name,city,category,salary_min,salary_max,posted_date,raw_skills,source_url,scraped_at
330,Customer Sales Representative,Knox Solar Pvt Ltd,Gujranwala,Data Science,,,,"Customer Relationship Management, Sales Techniques, Product Knowledge, Negotiation, Customer Service, CRM Software, Time Management, Communication, Problem Solving, CRM data analysis",https://www.rozee.pk/knox-solar-pvt-ltd-customer-sales-representative-jobs-1873717,2026-09-25 12:51:19.347947
331,Assistant Manager - Digital Platform,EFU Life Assurance Ltd.,All Cities,Data Science,,,,"Data Analytics, Digital Product Management, Digital Transformations, Project Management, Inclusive design principles, Digital Automation",https://www.rozee.pk/efu-life-assurance-ltd-assistant-manager-digital-platform-jobs-1856164,2026-09-25 12:51:19.347947
332,Customer Sales Executive,TTech Solutions,Karachi,Data Science,,,,"Performance Management, Customer Relationship Management, Sales Negotiation, Social Media Marketing, Market Research, Product Knowledge, Lead Generation, Customer Communication, Sales Analytics, Data-Driven Sales Strategies",https://www.rozee.pk/ttech-solutions-customer-sales-executive-karachi-jobs-1873430,2026-09-25 12:51:19.347947
333,IT Support Officer,Techversol,Karachi,Data Science,,,,"Troubleshooting, IT-SUPPORT, time-and-attendance, insurance-consulting-and-technology, computer-science, cabinet-construction-materials-hardware, lift-and-shift, information-technology, networking-telecommunications, information-and-communication-technology-ict, doors-windows, asset-tracking, user-management, local-area-networking-lan, wide-area-networking-wan, dynamic-host-configuration-protocol-dhcp, domain-name-system-dns, active-directory, microsoft-active-directory, server-management",https://www.rozee.pk/it-support-officer-karachi-jobs-1879430,2026-09-25 12:51:19.347947
334,Secondary Sales Support Executive,PEPLE PVT LTD,Karachi,Data Science,,,,"IT-SUPPORT, maintenance-repair-and-operations-mro, supply-management, logistics-and-procurement, testing-and-analysis, training-certification, education-training, computer-science, cabinet-construction-materials-hardware, clubs-organizations, job-descriptions, information-technology, technical-support-tech-support, fast-moving-consumer-goods-fmcg, sales-operations, payment-processing, help-desk-service-desk, help-desk, loyalty-program, loyalty-points-program",https://www.rozee.pk/secondary-sales-support-executive-karachi-jobs-1880366,2026-09-25 12:51:19.347947
335,MTO - IT,Cinepax,Lahore,Data Science,,,,"Troubleshooting, RECONSTRUCTION, Commuting, maintenance-repair-and-operations-mro, training-certification, education-training, time-and-attendance, environment-health-and-safety-hsse, ecology-environment, training-and-development, insurance-consulting-and-technology, computer-science, cabinet-construction-materials-hardware, job-descriptions, information-technology, enterprise-resource-planning-erp, food-enterprise-resource-planning-erp, medical-devices-enterprise-resource-planning-erp, planning-and-forecasting, information-and-communication-technology-ict",https://www.rozee.pk/mto-it-lahore-jobs-1878257,2026-09-25 12:51:19.347947
373,Manager Data Quantification (AVP),National Bank of Pakistan,Karachi,Data Science,,,,,https://www.rozee.pk/national-bank-of-pakistan-manager-data-quantification-avp-jobs-1876282,2026-09-25 12:51:19.347947
336,Senior Technical Support Manager,ITSolution24x7,Karachi,Data Science,,,,"IT-SUPPORT, education-training, time-and-attendance, insurance-consulting-and-technology, computer-science, lift-and-shift, clubs-organizations, particulate-matter, information-technology, customer-satisfaction, information-and-communication-technology-ict, technical-support-tech-support, warehousing-and-distribution, distribution-and-storage, service-delivery, performance-indicator, service-level-agreement-sla, service-level-assurance-sla, workload-management, help-desk-service-desk",https://www.rozee.pk/senior-technical-support-manager-karachi-jobs-1878619,2026-09-25 12:51:19.347947
337,IT Operations Analyst,ITSolution24x7,Karachi,Data Science,,,,"Knowledge-Management, IT-operations, compliance, maintenance-repair-and-operations-mro, education-training, time-and-attendance, insurance-consulting-and-technology, standard-operating-procedure-sop, computer-science, lift-and-shift, clubs-organizations, particulate-matter, information-technology, information-and-communication-technology-ict, service-delivery, process-improvement, service-level-agreement-sla, service-level-assurance-sla, help-desk-service-desk, incident-and-problem-management",https://www.rozee.pk/it-operations-analyst-karachi-jobs-1878600,2026-09-25 12:51:19.347947
338,E-Commerce & Shopify Assistant,Tiny Tikes,Lahore,Data Science,,,,"Communication Skills, Order Processing, Customer Service Support, Content Management System (CMS), Basic Graphic Design, Inventory Management, Shopify Store Management, Product Listing And Optimization, Multitasking, Time Management, Data Entry and Accuracy, Attention to Detail, Teamwork, Digital Marketing Support, Shopify Product Management",https://www.rozee.pk/tiny-tikes-e-commerce-shopify-assistant-lahore-jobs-1871999,2026-09-25 12:51:19.347947
339,Business Intelligence Analyst,PRG Pakistan,Lahore,Data Science,,,,"Analytics, maintenance-repair-and-operations-mro, testing-and-analysis, training-certification, education-training, training-and-development, reporting-and-disclosure, adaptive-project-management-and-reporting, policies-and-practices, cyber-intelligence, business-intelligence, data-analytics, carried-interest, financial-data, performance-management, data-engineering, data-consolidation, consolidate-data, management-consulting, shared-service",https://www.rozee.pk/business-intelligence-analyst-lahore-jobs-1878311,2026-09-25 12:51:19.347947
340,Data Entry Operator,MSB Stockist _Wellness Import Center,Lahore,Data Science,,,,"Data Management, Communication Skills, excel formulas, Typing Speed and Accuracy, Basic Computer Skills, Document Management Systems, Data Verification, Customer Care, Time Management, Attention to Detail, Microsoft Excel, Invoice filling",https://www.rozee.pk/msb-stockist-wellness-import-center-data-entry-operator-lahore-jobs-1875886,2026-09-25 12:51:19.347947
341,S&D Data Coordinator,Professional Employers (Pvt) Ltd,Karachi,Data Science,,,,"Data Analysis, Database Management, Email Communication, System Configuration, Report Generation, Payment Processing, User Training, Hardware Inventory Management, Coordination, Testing and Deployment, Vendor Management, Data Coordination and Analysis, Scheme & Discount Configuration Management",https://www.rozee.pk/professional-employers-pvt-ltd-sd-data-coordinator-jobs-1877011,2026-09-25 12:51:19.347947
342,Data Entry Operator,KB FACILITIES MANAGEMENT,Lahore,Data Science,,,,,https://www.rozee.pk/data-entry-operator-lahore-jobs-1876787,2026-09-25 12:51:19.347947
343,data entry operator,National Database & Registration Authority NADRA,Islamabad,Data Science,,,,,https://www.rozee.pk/data-entry-operator-islamabad-jobs-1876362,2026-09-25 12:51:19.347947
344,Data Entry Operator,YOUSAF TYRES,Lahore,Data Science,,,,,https://www.rozee.pk/data-entry-operator-lahore-jobs-1876769,2026-09-25 12:51:19.347947
345,Sr. Data Engineer,UST,Hyderabad,Data Science,,,,,https://www.rozee.pk/sr-data-engineer-hyderabad-jobs-1878799,2026-09-25 12:51:19.347947
346,Business Development & AI Operations Associate,Nd Ff,Lahore,Data Science,,,,"Market Research, Gemini, Customer Service, Written Communication, E-Commerce, Chatgpt, AI Prompting, Data Cleaning, Microsoft Excel, Claude, Product Information Management (PIM)",https://www.rozee.pk/nd-ff-business-development-ai-operations-associate-lahore-jobs-1873330,2026-09-25 12:51:19.347947
347,Telemarketing Executive,Robson International Enterprise,Lahore,Data Science,,,,"Customer Relationship Management, Communication Skills, Sales Techniques, Sales & Negotiation, Lead Qualification, Target-Oriented, Product Knowledge, Lead Generation, Customer Service, Time Management, Cold Calling, Data Entry",https://www.rozee.pk/robson-international-enterprise-telemarketing-executive-jobs-1872841,2026-09-25 12:51:19.347947
348,HR Data & Automation Engineer (Project Based),Teamficient,All Cities,Data Science,,,,"HRIS Systems, sheets, Audit Trails, HR Data Management, Data reconciliation and cleaning, Google Workspace automation (Forms, notification systems), Design and implement access controls, System-to-system synchronization, Workflow scaling across countries/branches",https://www.rozee.pk/hr-data-automation-engineer-project-based-jobs-1876782,2026-09-25 12:51:19.347947
349,Team Leader/Survey Supervisor,Poverty Eradication Initiative (PEI),Multiple Cities,Data Science,,,,"Survey tools, Data Analysis Software, Team Management, Safety Protocols, Data collection methodologies, Basic Computer Skills, Organizational Skills, Time Management, Communication, Project Management, Problem Solving, Field Survey Coordination, Data Collection Oversight, Survey Data Management",https://www.rozee.pk/poverty-eradication-initiative-pei-team-leadersurvey-supervisor-jobs-1873307,2026-09-25 12:51:19.347947
350,Senior Dashboard & Reporting Specialist (SAGE),InnoSolve Business Solutions,Lahore,Data Science,,,,"Analytics, time-and-attendance, environment-health-and-safety-hsse, ecology-environment, reporting-and-disclosure, adaptive-project-management-and-reporting, insurance-consulting-and-technology, planning-and-design, visual-art-design, product-development-and-design, clubs-organizations, cyber-intelligence, data-model, business-intelligence, data-analytics, process-improvement, performance-indicator, continuous-learning, management-reporting, power-and-cooling",https://www.rozee.pk/senior-dashboard-reporting-specialist-sage-lahore-jobs-1881966,2026-09-25 12:51:19.347947
351,Data Platform/Production Support -L1,Systems Limited,Karachi,Data Science,,,,"Troubleshooting, Qlik, IT-operations, SQL, Informatica, maintenance-repair-and-operations-mro, environment-health-and-safety-hsse, ecology-environment, standard-operating-procedure-sop, lift-and-shift, information-technology, repair-and-recovery, extract-transform-and-load-etl, data-platform, process-improvement, incident-and-problem-management, qlik-replicate, data-replication, data-replication-and-mirroring, incident-breach-management",https://www.rozee.pk/data-platformproduction-support-l1-karachi-jobs-1880004,2026-09-25 12:51:19.347947
352,L2 Data & BI Operations Engineer,Systems Limited,Karachi,Data Science,,,,"Troubleshooting, Qlik, workspace, SQL, Power-BI, maintenance-repair-and-operations-mro, testing-and-analysis, environment-health-and-safety-hsse, extract-transform-and-load-etl, data-pipeline, business-intelligence, knowledge-base, power-and-cooling, performance-optimization, network-latency, data-integrity, root-cause-analysis-rca, root-cause, centers-for-disease-control-and-prevention-cdc, change-data-capture",https://www.rozee.pk/l2-data-bi-operations-engineer-karachi-jobs-1880359,2026-09-25 12:51:19.347947
353,Data Entry Operator,Electronics Company,Kharian,Data Science,,,,"Report Generation, Document Verification, coordination with sales, Operations, Data Entry, Customer record maintenance, and recovery teams, Confidentiality and record management",https://www.rozee.pk/data-entry-operator-kharian-jobs-1880831,2026-09-25 12:51:19.347947
354,Postdoctoral Researcher – Physical AI & IoT,GAOTek Inc.,All Cities,Data Science,,,,"machine-learning, Python, Proof-of-concept, time-and-attendance, training-and-development, insurance-consulting-and-technology, sensors-test-measurement, computer-science, artificial-intelligence, cyber-intelligence, electrical-engineering-and-planning, sensors-feedback-devices, embedded-control-automation, proof-of-concept-poc, internet-of-things-iot, aws-iot, at-t-internet-of-things, government-accountability-office-gao, edge-computing, digital-twin",https://www.rozee.pk/postdoctoral-researcher-%e2%80%93-physical-ai-iot-jobs-1879845,2026-09-25 12:51:19.347947
355,Tiktok Shop Expert - CommerceKind,Taraki,Lahore,Data Science,,,,"Data Analytics, Product Launch, Supply Chain Optimization, Communication Skills, Affiliate Management, Product Listing, Private Label, Performance Marketing, Influencer Marketing, Campaign Optimization, Digital Marketing, Inventory Management, Tiktok Ads, PPC Management, E-Commerce, Influencer Collaboration, Tiktok Shop, PPC, Creator Management, Short-form Video Strategy",https://www.rozee.pk/tiktok-shop-expert-commercekind-lahore-jobs-1877274,2026-09-25 12:51:19.347947
356,Specialist Master Data Management,JazzWorld,Islamabad,Data Science,,,,,https://www.rozee.pk/specialist-master-data-management-islamabad-jobs-1876821,2026-09-25 12:51:19.347947
357,Reservation Executive + Data Entry,Gate Trips,Sialkot,Data Science,,,,"Database Management, Communication Skills, Reservation Management, Basic Computer Skills, Customer Service, Confidential Information Handling, Attention to Detail, Data Entry",https://www.rozee.pk/reservation-executive-data-entry-sialkot-jobs-1879057,2026-09-25 12:51:19.347947
358,Validator,Three Percent,Islamabad,Data Science,,,,"Risk Assessment, Documentation, Standard Operating Procedures, PROCESS VALIDATION, Data Validation, Defect Tracking, Audit Preparation, Quality Assurance, Data Verification, Communication, Problem Solving, Attention to Detail, Data Quality Frameworks",https://www.rozee.pk/three-percent-validator-jobs-1872105,2026-09-25 12:51:19.347947
359,Junior Energy Audit Engineer (Technical),SGS,Karachi,Data Science,,,,"Client Communication, Energy Efficiency, ELECTRICAL DISTRIBUTION, Electrical Testing, Energy Auditing, Power Quality Analysis, Thermal systems, Technical Report Writing, Payback Analysis, MS Excel, HVAC, Safety, Electrical Systems, Health, Motors and drives, Energy Data Collection, Energy Baseline Analysis, Energy Savings Calculations, Cost Savings Analysis, CO₂ Reduction Analysis, And Environment Procedures, Power Quality Studies",https://www.rozee.pk/junior-energy-audit-engineer-technical-karachi-jobs-1881168,2026-09-25 12:51:19.347947
360,Deputy Manager - Underwriting,EFU Life Assurance Ltd.,All Cities,Data Science,,,,"Risk Assessment, Presentation Skills, Data Analytics, Business Intelligence Tools, Customer Relationship Management, Design Thinking, Policy review and analysis, Presentation Design, Google Slides, Expert in Excel, MS Office, Decision Making, Microsoft Word, Microsoft PowerPoint, Creative ideas, Team Leadership, Insurance Policy Management Systems, Underwriting Automation Tools, Underwriting Software, Underwriting Software Proficiency",https://www.rozee.pk/efu-life-assurance-ltd-deputy-manager-underwriting-jobs-1856414,2026-09-25 12:51:19.347947
361,Product Marketer,Tkxel,Lahore,Data Science,,,,"Analytics, social-media, insurance-consulting-and-technology, planning-and-design, visual-art-design, product-development-and-design, demand-generation, international-search-engine-optimization-seo, search-engine-optimization-seo, sales-and-marketing-automation, automated-marketing, marketing-automation, planning-and-forecasting, electrical-engineering-and-planning, data-analytics, email-marketing, marketing-email, internet-marketing, performance-marketing, strategic-planning",https://www.rozee.pk/product-marketer-lahore-jobs-1881339,2026-09-25 12:51:19.347947
362,Finance Executive,SenecaGlobal,Hyderabad,Data Science,,,,"information-security, Invoicing, Audits, compliance, maintenance-repair-and-operations-mro, policies-and-practices, clubs-organizations, financial-statements, information-technology, early-childhood-education, data-processing, financial-data, data-security, security-event, security-policies, merchant-cash-advances, ministry-of-corporate-affairs-mca, invoice-processing, invoice-management, data-leakage",https://www.rozee.pk/finance-executive-hyderabad-jobs-1878317,2026-09-25 12:51:19.347947
363,Senior Data Analyst,AI Square (Pvt) Ltd.,Karachi,Data Science,,,,"Analytics, Online, business-development, Lead-generation, time-and-attendance, training-and-development, lift-and-shift, particulate-matter, potential-customer, lead-generation-campaign, sales-leads, lead-generation-services, artificial-intelligence, search-and-retrieval, sales-prospecting, marketing-campaign, data-quality, data-analytics, search-engines, corporate-website",https://www.rozee.pk/senior-data-analyst-karachi-jobs-1882689,2026-09-25 12:51:19.347947
364,Copy of AM/DM - Digital & Inclusive,EFU Life Assurance Ltd.,All Cities,Data Science,,,,"Data Analytics, Digital Product Management, Digital Transformations, Project Management, Inclusive design principles, Digital Automation",https://www.rozee.pk/efu-life-assurance-ltd-copy-of-amdm-digital-inclusive-jobs-1856154,2026-09-25 12:51:19.347947
365,Ecommerce Manager Amazon eBay,Ecom Professionals,Karachi,Data Science,,,,"Inventory Auditing, Inventory Management Software, Channel Advisor, Inventory Management, Written English, Sales Analysis, Ecommerce Analytics, Ecommerce Platform Management, Microsoft Excel, Product Information Management, Data Entry, Rithum",https://www.rozee.pk/ecom-professionals-ecommerce-manager-amazon-ebay-jobs-1876685,2026-09-25 12:51:19.347947
366,Tele Marketing,FMS,Lahore,Data Science,,,,"Sales Techniques, Customer Relationship Management (CRM), data entry and management, Product Knowledge, Lead Generation, Customer Service, Time Management, Communication, Cold Calling, Lead generation and qualification, Script adherence, Call Script Management Software",https://www.rozee.pk/fms-tele-marketing-lahore-jobs-1877077,2026-09-25 12:51:19.347947
367,Data Entry,Home Solutions (Sabdullla),Islamabad,Data Science,,,,"hours-of-work, job-descriptions",https://www.rozee.pk/data-entry-islamabad-jobs-1881931,2026-09-25 12:51:19.347947
368,Data Scraper Intern,Mammoth-AI,Lahore,Data Science,,,,,https://www.rozee.pk/data-scraper-intern-lahore-jobs-1876423,2026-09-25 12:51:19.347947
369,Data Entry Executive,DigiTechIO,Karachi,Data Science,,,,"Communication Skills, Excel, Online Research, Word, Google Sheets, Time Management, Attention to Detail, Data Entry, Microsoft Office, Digital Marketing Support",https://www.rozee.pk/data-entry-executive-karachi-jobs-1877125,2026-09-25 12:51:19.347947
370,Accounts officer,The University of Faisalabad,Faisalabad,Data Science,,,,"SPSS, Data Analysis, Compliance Management, Data-driven Decision Making, Audit Coordination, Structural Equation Modeling, Financial Data Management, Quantitative Research, Financial Reporting, SAP, Advanced Excel",https://www.rozee.pk/the-university-of-faisalabad-accounts-officer-faisalabad-jobs-1872906,2026-09-25 12:51:19.347947
371,"Manager - Institutional Data, Analytics and Reporting (IDAR), Office of the Provost",Aga Khan University,Karachi,Data Science,,,,"SPSS, JSON, Data Management, SQL, PHP, monthsOfExperience: 60",https://www.rozee.pk/manager-institutional-data-analytics-and-reporting-idar-office-of-the-provost-karachi-jobs-1878843,2026-09-25 12:51:19.347947
374,"Research Associate, Institute for Educational Development",Aga Khan University,Karachi,Data Science,,,,"Data Collection, Qualitative Research, Performance Evaluation, Research Associate, Field Research, Community Outreach, Education Development, Field Data Collection, Stakeholder Engagement, Focus Group Discussions, Natural Sciences, Data Documentation, Educational Research, Social Sciences, Interpersonal Skills, Communication, Qualitative Data, Focus Group Facilitation, Teacher Career Pathway, Social dynamics analysis",https://www.rozee.pk/research-associate-institute-for-educational-development-karachi-jobs-1878842,2026-09-25 12:51:19.347947
375,Validationa,Three Percent,Islamabad,Data Science,,,,"Risk Assessment, Data Analysis, Statistical Analysis, GMP Compliance, Regulatory Compliance, Documentation Management, Risk Assessment and Management, Good Manufacturing Practices, Equipment Qualification, Data Validation Techniques, Data cleaning and preprocessing, GxP compliance, Risk Management Framework (RMF), Validation Protocol Development, Data validation frameworks, IQ OQ PQ Execution, GMP Validation Protocol Development, GMP Validation Protocols",https://www.rozee.pk/three-percent-validationa-jobs-1872737,2026-09-25 12:51:19.347947
376,Data Collection Associates-Project Based.,International Consulting Associates (Pvt) Ltd,Peshawar,Data Science,,,,"effective-communication, education-training, time-and-attendance, clubs-organizations, mode, fashion-designers-collections, credit-and-collections, carried-interest, google-surveys, data-collection-system-dcs",https://www.rozee.pk/data-collection-associates-project-based-peshawar-jobs-1878654,2026-09-25 12:51:19.347947
377,Accounts Maintenance,Recruit AI,Lahore,Data Science,,,,"Process Improvement, Collaboration, Audit Assistance, Attention to detail & accuracy, Time Management, Software Navigation, Data Entry, FinTech / Payment Operations, Account Maintenance & Data Management, Advanced Excel & Data Processing, US Shift & Communication Skills",https://www.rozee.pk/recruit-ai-accounts-maintenance-jobs-1872858,2026-09-25 12:51:19.347947
378,INTERNSHIPS,GAOTek Inc.,Islamabad,Data Science,,,,"Internships, Video-editing, Data-mining, Public-relations, Digital-Marketing, planning-and-design, visual-art-design, product-development-and-design, artificial-intelligence, youth-organizations-resources, mba-programs, technical-support-tech-support, virtual-assistant, conversational-ai",https://www.rozee.pk/internships-islamabad-jobs-1881809,2026-09-25 12:51:19.347947
379,Customer Service Representative,Speridian Technologies,Lahore,Data Science,,,,"IT Consulting, IT Services, Communication Skills, Pricing, Phone Support, Availability, Prioritization, Phone Etiquette, Verbal Communication, Product Knowledge, Organization, Customer Service, Written Communication, Interpersonal Skills, Problem Solving, Data Entry, multi-tasking",https://www.rozee.pk/customer-service-representative-lahore-jobs-1877419,2026-09-25 12:51:19.347947
380,Merchandiser,Dr. Haris Clothing Brand,Karachi,Data Science,,,,"Demand Forecasting, Purchase Order Management, Order Tracking, Documentation Management, Product Planning, Customer Coordination, Quotation Preparation, Sales Operations Support, Retail Marketing, Sales Analysis, Microsoft Excel, Data Entry",https://www.rozee.pk/dr-haris-clothing-brand-merchandiser-jobs-1873773,2026-09-25 12:51:19.347947
381,Principal/Staff Software Consultant - Microsoft Dynamics 365,10Pearls,Karachi,Data Science,,,,"NAVISION, C-SHARP, dot-net, dynamics-crm, external-workforce, supply-chain, insurance-consulting-and-technology, application-programming-interface-api, model-view-controller-mvc, computer-science, information-technology, supply-chain-management, information-and-communication-technology-ict, youth-organizations-resources, field-service, microsoft-dynamics-365-business-central, microsoft-dynamics-business-central, microsoft-365-business, microsoft-dynamics-nav, net-asset-value-nav",https://www.rozee.pk/principalstaff-software-consultant-microsoft-dynamics-365-karachi-jobs-1882035,2026-09-25 12:51:19.347947
382,Fashion Curator,Trademor,Karachi,Data Science,,,,"Styling, Fashion Buying, Cross-functional Collaboration, Social Media Content Creation, fashion merchandising, Collection Building, Vinted, Depop, Fashion trend research, On-camera communication, Thrifting and Preloved Fashion, Product Curation, Brand and Trend Identification, Reseller Market Analysis, Commercial Product Selection, Data-Informed Decision-Making, Fashion Business, Thrifting, Preloved Fashion, Resale Platforms",https://www.rozee.pk/fashion-curator-karachi-jobs-1880592,2026-09-25 12:51:19.347947
383,E-commerce Expert or Team Lead,Med Help,All Cities,Data Science,,,,"Competitive Analysis, Data Analysis, Shopify, remote work, Amazon Seller, Product Hunting, Content Writing, Search Engine Optimization, Amazon PPC Advertising, Amazon FBA, Communication, Amazon Seller Central, Keyword Research, E-commerce platform management, Team Leadership, Product Information Management (PIM)",https://www.rozee.pk/med-help-e-commerce-expert-or-team-lead-all-cities-jobs-1872342,2026-09-25 12:51:19.347947
384,Data Entry Executive For Accounts & Inventory,Multitech Engineer,Karachi,Data Science,,,,,https://www.rozee.pk/data-entry-executive-for-accounts-inventory-karachi-jobs-1876765,2026-09-25 12:51:19.347947
385,ERP System Operator,Goldstar Medical Instruments,Sialkot,Data Science,,,,"ERP Software Command, Report Analysis, Data Management, Report Generation, Data Security, System Monitoring, Problem Solving Skills, Workflow Coordination, Data Entry And Integrity, Warehouse Process Knowledge, Goods Receiving Procedures",https://www.rozee.pk/goldstar-medical-instruments-erp-system-operator-jobs-1875863,2026-09-25 12:51:19.347947
386,Senior AI Engineer,Motive,Lahore,Machine Learning,,,,"Embedded Systems, Computer Vision, S3, EC2, Deep Learning, DOCKER, TensorFlow, Algorithm Development, Kubernetes, Lambda, Terraform, PyTorch, CI/CD pipelines, Machine Learning, Python, RDS), CPLUSPLUS, Cloud services (AWS SageMaker",https://www.rozee.pk/senior-ai-engineer-lahore-jobs-1876160,2026-09-25 12:51:19.347947
387,AI Engineer,Stratus Ai,Karachi,Machine Learning,,,,"machine-learning, Python, time-and-attendance, planning-and-design, visual-art-design, product-development-and-design, sensors-test-measurement, artificial-intelligence, large-language-model-llm, emerging-technologies",https://www.rozee.pk/ai-engineer-karachi-jobs-1881872,2026-09-25 12:51:19.347947
388,"Head of Intelligent Operations, Transformation & AI",Mobilink Bank,Islamabad,Machine Learning,,,,"Banking Operations, Programme Management, Stakeholder Management, Process Re-engineering, Predictive Analytics, executive communication, Business Case Development, Benefits Realisation, Machine Learning, Cross-Functional Leadership, Artificial Intelligence, Generative AI, Operational Excellence, Agentic AI, AI And Digital Transformation Leadership, Machine Learning And Generative AI, RPA And Intelligent Process Automation, Transformation Portfolio Management, Responsible AI And Model Governance, Risk And Regulatory Compliance",https://www.rozee.pk/head-of-intelligent-operations-transformation-ai-islamabad-jobs-1880594,2026-09-25 12:51:19.347947
389,ML Ai Engineer,Green Earth Solutions,Lahore,Machine Learning,,,,"OpenCV, Computer Vision, Deep Learning, TensorFlow, Data Preprocessing, Object Detection, PyTorch, Machine Learning, Edge COmputing, Python, Cloud Computing, Data Visualization, Model Evaluation, Real-time video analytics, Barcode Scanning Systems, Embedded Systems Deployment, Industrial Cameras",https://www.rozee.pk/green-earth-solutions-ml-ai-engineer-lahore-jobs-1875255,2026-09-25 12:51:19.347947
390,Sr. AWS AI Engineer,Cloudelligent,Lahore,Machine Learning,,,,"PostgreSQL, AWS, Keras, Deep Learning, TensorFlow, Data Engineering, PyTorch, amazon sagemaker, Amazon Athena, Machine Learning, Python, OpenAI, Prompt Engineering, Artificial Intelligence, LangGraph, LangChain, CrewAI, AWS Bedrock, Retrieval-augmented generation, Amazon Rekognition",https://www.rozee.pk/sr-aws-ai-engineer-lahore-jobs-1878923,2026-09-25 12:51:19.347947
391,Sr. AWS AI Engineer,Cloudelligent,Karachi,Machine Learning,,,,"PostgreSQL, AWS, Keras, Deep Learning, TensorFlow, Data Engineering, PyTorch, amazon sagemaker, Amazon Athena, Machine Learning, Python, OpenAI, Prompt Engineering, Artificial Intelligence, LangChain, CrewAI, AWS Bedrock, Retrieval-augmented generation, agentic behavior, Amazon Rekognition",https://www.rozee.pk/sr-aws-ai-engineer-karachi-jobs-1878910,2026-09-25 12:51:19.347947
392,Sr. AWS AI Engineer,Cloudelligent,Islamabad,Machine Learning,,,,"PostgreSQL, AWS, Deep Learning, TensorFlow, Cloud Architecture, Amazon Redshift, Data Engineering, PyTorch, amazon sagemaker, Amazon Athena, Machine Learning, Python, OpenAI, Prompt Engineering, Artificial Intelligence, LangChain, AWS Bedrock, Retrieval-augmented generation, agentic behavior, Amazon Rekognition",https://www.rozee.pk/sr-aws-ai-engineer-islamabad-jobs-1878915,2026-09-25 12:51:19.347947
393,Internees in aritificial Intelligence in Wah-Cantt,Nexus International Services,Multiple Cities,Machine Learning,,,,"Machine Learning Fundamentals, Neural Networks basics",https://www.rozee.pk/nexus-international-services-internees-in-aritificial-intelligence-in-wah-cantt-hassan-abdal-wah-cantt-jobs-1873126,2026-09-25 12:51:19.347947
394,Artificial Intelligence Engineer,MRealtors,Rawalpindi,Machine Learning,,,,"PyTorch, machine-learning, deep-learning, computer-vision, Python, training-certification, education-training, training-and-development, artificial-intelligence, search-and-retrieval, cyber-intelligence, data-pipeline, large-language-model-llm, network-latency, prompt-engineering, retrieval-augmented-generation-rag, vehicle-modification-tuning, operating-cost, natural-language-processing, image-recognition",https://www.rozee.pk/artificial-intelligence-engineer-rawalpindi-jobs-1879871,2026-09-25 12:51:19.347947
395,Software Development Training & Career Program,KK Solutions,All Cities,Machine Learning,,,,"Mongodb, Coding, HTML, Software Development, Express.js, React Native, Career Growth, model training, React, Node.js, CSS, Wordpress, Machine Learning, Python, Programming, AI, JavaScript, Laravel, Web Development, Tech Training",https://www.rozee.pk/software-development-training-career-program-jobs-1877466,2026-09-25 12:51:19.347947
396,BD Intern,Digixvalley Pvt Ltd,Lahore,Machine Learning,,,,"Internships, business-development, machine-learning, Lead-generation, Mobile-Apps, Fiverr, training-and-development, software-development, potential-customer, lead-generation-campaign, sales-leads, lead-generation-services, information-technology, artificial-intelligence, mergers-and-acquisitions",https://www.rozee.pk/bd-intern-lahore-jobs-1881776,2026-09-25 12:51:19.347947
397,BD Intern,Digixvalley LLC,Lahore,Machine Learning,,,,"Internships, business-development, machine-learning, Lead-generation, Mobile-Apps, Fiverr, training-and-development, software-development, potential-customer, lead-generation-campaign, sales-leads, lead-generation-services, information-technology, artificial-intelligence, mergers-and-acquisitions",https://www.rozee.pk/bd-intern-lahore-jobs-1882501,2026-09-25 12:51:19.347947
398,AI Researcher,Kassim,All Cities,Machine Learning,,,,"Sustainability, machine-learning, computer-vision, Quality-Control, training-certification, education-training, time-and-attendance, dating-personals, training-and-development, planning-and-design, visual-art-design, product-development-and-design, policies-and-practices, clubs-organizations, artificial-intelligence, cyber-intelligence, fashion-designers-collections, credit-and-collections, customer-review, image-recognition",https://www.rozee.pk/ai-researcher-jobs-1880402,2026-09-25 12:51:19.347947
399,Director Product Management,Hiro Talent Solutions,Islamabad,Machine Learning,,,,"machine-learning, Scalability, training-and-development, insurance-consulting-and-technology, planning-and-design, visual-art-design, product-development-and-design, software-as-a-service-saas-based-accounting, software-as-a-service-saas, customer-success-management, artificial-intelligence, customer-experience-and-engagement, customer-needs, stakeholder-management, customer-engagement, customer-review, product-management, program-management, microsoft-most-valuable-professional-mvp, minimum-viable-product-mvp",https://www.rozee.pk/director-product-management-islamabad-jobs-1881374,2026-09-25 12:51:19.347947
400,AI/ML Engineer,Veevo Tech,Peshawar,Machine Learning,,,,"Chatbots, Texting, machine-learning, computer-vision, Whatsapp, planning-and-design, visual-art-design, product-development-and-design, artificial-intelligence, search-and-retrieval, planning-and-forecasting, electrical-engineering-and-planning, agentic-ai, sms-short-message-service, large-language-model-llm, conversational-ai, retrieval-augmented-generation-rag, image-recognition, vector-database, object-detection",https://www.rozee.pk/aiml-engineer-peshawar-jobs-1881813,2026-09-25 12:51:19.347947
